,accuracy,accuracy,precision_macro,precision_macro,recall_macro,recall_macro,f1_macro,f1_macro
,mean,std,mean,std,mean,std,mean,std
model,,,,,,,,
Extra Trees,0.5726666666666667,0.18022593844640922,0.6323212997724437,0.15759854035687185,0.5726666666666667,0.18022593844640922,0.5262188262046229,0.1966011475521391
KNN,0.5636666666666666,0.10791200118615166,0.6096195527320916,0.09865216720037136,0.5636666666666666,0.10791200118615167,0.5343760980993433,0.11890842601832215
Random Forest,0.59,0.23253733272554564,0.6392060734655962,0.21353789343736007,0.59,0.23253733272554564,0.5578892275443779,0.2515718058476589
